"Savinjska";-;346;10.9;-;48.1;0.3;-;347;8.9;-;40.5;0.2;-;430;9.7;355.0;34.4;0.2;-;392;7.4;310.0;36.2;0.2;-;376;10.3;443.0;31.9;0.4;-;395;9.8;419.0;32.6;0.4;-;408;11.5;421.0;31.4;0.5;-;362;21.0;349.0;31.7;0.3;-;371;32.2;228.0;34.2;0.4;-;336;43.3;137.0;41.1;0.3;331;296;49.2;75.0;37.1;0.3;382;288;63.9;59.0;33.4;0.5;401;291;67.2;49.0;28.9;2.2;435;297;70.3;52.5;33.7;0.6;431;302;68.5;40.2;29.2;0.7;457;318;70.5;34.7;27.5;0.8
"Zasavska";-;387;7.0;-;6.4;0.1;-;389;6.0;-;5.8;0.1;-;385;8.1;359.0;1.7;0.2;-;347;9.3;313.0;4.2;0.1;-;381;8.9;489.0;8.0;0.1;-;405;9.3;484.0;5.0;0.1;-;401;11.2;477.0;4.0;0.2;-;362;15.2;467.0;5.0;0.2;-;374;17.4;459.0;3.3;0.2;-;338;26.6;247.0;4.9;0.1;357;323;38.8;198.0;3.5;0.4;406;312;54.2;186.0;2.6;0.5;448;337;58.2;187.0;1.4;1.2;335;235;60.1;133.3;1.0;1.7;438;309;59.0;52.5;1.9;0.6;443;303;62.7;44.7;1.5;0.8
"Posavska";-;242;10.8;-;3.0;0.2;-;313;12.0;-;3.2;0.3;-;324;11.4;291.0;2.8;0.4;-;375;13.7;321.0;3.1;0.3;-;392;17.5;233.0;2.6;0.8;-;413;15.3;164.0;2.7;0.4;-;397;19.3;-;2.7;0.4;-;402;28.2;-;3.0;0.4;-;402;30.8;-;4.0;0.3;-;382;39.0;188.0;5.2;0.2;345;310;46.0;147.0;6.6;0.2;416;322;61.3;116.0;5.9;0.3;436;325;62.0;106.0;7.4;0.2;463;338;67.9;83.7;5.4;0.5;452;321;64.0;23.4;3.8;1.6;464;325;68.0;14.1;3.7;2.0
"Jugovzhodna Slovenija";-;375;9.4;-;4.4;3.4;-;338;12.5;-;4.3;1.3;-;312;9.1;302.0;3.7;1.5;-;304;8.4;287.0;5.7;1.3;-;349;9.1;403.0;4.8;1.5;-;349;9.9;663.0;3.7;2.2;-;357;8.9;600.0;4.9;2.5;-;336;16.9;492.0;5.4;2.0;-;341;18.1;951.0;4.7;3.1;-;303;24.5;195.0;4.2;3.2;305;270;29.8;155.0;4.6;5.0;360;266;51.4;164.0;6.8;2.7;381;271;55.3;147.0;3.9;4.7;405;269;60.4;140.0;6.4;3.1;401;272;60.1;1.2;6.7;2.6;410;270;63.3;64.7;10.0;1.8
"Primorsko-notranjska";-;413;15.5;-;2.3;1.1;-;466;10.3;-;2.3;0.9;-;467;7.7;459.0;1.8;1.3;-;422;9.5;403.0;2.5;0.9;-;410;11.7;222.0;2.3;0.7;-;420;15.0;383.0;2.5;1.1;-;441;15.9;384.0;2.2;1.3;-;209;22.3;187.0;2.3;1.1;-;351;25.4;158.0;1.8;2.0;-;313;28.0;204.0;1.9;1.8;331;296;28.0;175.0;3.3;1.0;391;297;57.0;120.0;7.6;0.5;437;327;57.3;131.0;7.9;0.5;449;313;64.3;181.0;5.8;0.8;448;319;69.7;4.7;2.6;3.2;452;313;70.9;53.3;4.3;1.3
"Zahodna Slovenija";-;415;10.9;-;22.3;4.4;-;448;17.7;-;30.3;1.9;-;431;11.9;375.0;36.5;1.9;-;448;12.3;380.0;32.5;2.9;-;460;12.6;390.0;33.2;2.6;-;459;15.9;370.0;39.9;2.4;-;453;18.6;353.0;37.6;4.0;-;452;31.2;305.0;39.4;2.2;-;349;36.0;253.0;41.1;2.1;-;381;42.6;188.0;30.4;4.9;359;361;48.2;161.0;28.1;6.6;447;353;64.4;128.0;28.6;5.7;458;349;66.1;127.0;35.6;5.2;480;342;70.4;128.9;36.5;4.9;497;369;69.6;25.1;43.5;2.7;512;373;71.5;28.3;41.7;2.6
"Osrednjeslovenska";-;405;5.8;-;10.7;5.5;-;392;9.4;-;20.3;1.4;-;420;11.4;370.0;15.7;2.2;-;426;12.1;380.0;19.3;3.2;-;439;12.1;407.0;19.2;2.8;-;430;15.5;388.0;19.7;2.9;-;438;20.1;347.0;16.7;7.0;-;444;31.6;306.0;25.0;2.1;-;419;39.6;280.0;22.2;2.2;-;398;44.5;235.0;10.7;9.8;410;375;50.0;184.0;13.2;9.1;460;366;68.3;134.0;14.2;7.4;458;350;68.8;130.0;14.8;8.1;494;355;73.0;124.1;16.5;6.1;490;361;70.9;19.7;30.3;1.8;504;364;72.7;15.1;24.1;2.3
"Gorenjska";-;370;13.2;-;8.5;2.2;-;503;32.6;-;6.6;3.0;-;390;10.6;342.0;10.4;2.2;-;408;10.9;322.0;7.7;2.4;-;424;13.2;306.0;8.7;2.2;-;430;13.7;299.0;9.4;2.6;-;415;15.8;338.0;13.4;1.7;-;430;35.4;266.0;8.6;2.4;-;357;35.6;181.0;14.8;1.6;-;313;47.7;206.0;8.9;2.9;337;302;55.7;124.0;8.6;4.9;393;299;67.4;108.0;8.6;4.5;426;317;70.4;104.0;15.3;3.1;433;297;71.7;110.5;14.5;2.9;490;361;75.7;27.6;7.8;5.2;496;357;77.3;58.1;8.1;4.0
"Goriška";-;414;11.0;-;1.8;8.2;-;435;18.0;-;1.7;2.8;-;450;13.7;368.0;4.6;1.2;-;467;14.6;394.0;2.0;1.7;-;495;14.0;423.0;2.7;1.6;-;499;21.0;399.0;7.3;0.6;-;481;18.7;391.0;5.6;0.8;-;474;30.5;365.0;2.4;1.5;-;158;30.3;276.0;2.0;1.9;-;411;36.7;304.0;1.9;3.2;413;378;40.7;244.0;3.9;1.7;449;355;55.0;103.0;3.0;2.1;467;357;59.8;125.0;3.4;1.9;480;345;64.2;180.4;4.1;1.8;500;371;64.0;51.4;2.9;3.1;524;385;67.1;48.0;6.9;1.4
"Obalno-kraška";-;471;13.6;-;1.2;4.2;-;462;10.7;-;1.7;3.9;-;464;11.8;421.0;5.8;1.3;-;492;12.6;444.0;3.4;3.6;-;483;12.1;418.0;2.6;3.3;-;478;15.5;478.0;3.5;2.2;-;478;16.3;401.0;1.9;3.5;-;460;22.4;291.0;3.5;2.3;-;463;26.5;172.0;2.0;4.1;-;401;32.7;239.0;8.8;1.5;422;386;37.1;219.0;2.3;6.7;478;384;51.0;163.0;2.7;5.0;503;394;53.2;154.0;2.0;5.7;495;359;62.2;131.2;1.5;21.0;542;413;59.9;19.0;2.5;5.4;566;426;61.4;16.9;2.7;3.9

"Vir: Agencija Republike Slovenije za okolje, preraèuni Statistièni "
"urad Republike Slovenije. "
" "
"Od leta 2012 so zaradi spremembe metodologije podatki o nastalih "
"kolièinah komunalnih odpadkov dopolnjeni s podatki o kolièinah "
"komunalnih odpadkov, ki so bili zbrani mimo obvezne obèinske "
"gospodarske javne službe zbiranja komunalnih odpadkov.  Od leta 2013 "
"pa so dodane še kolièine komunalnih odpadkov, ki so jih proizvajalci "
"odpadkov zaèasno skladišèili ali izvozili v tujino. "
" "
"Dne 30. 10. 2018 so bili podatki o nastajanju odpadkov za leto 2017 "
"ter podatki o komunalnih odpadkih za leti 2017 in 2016 popravljeni. "
"Za nevšeènosti se opravièujemo in prosimo za razumevanje. "

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=8272 target=_blank) Metodološka pojasnila "

"Veèje kolièine odloženih odpadkov v 2017 so posledica odlaganja "
"odpadkov iz zaèasnega skladišèa; ti odpadki so dejansko nastali že v "
"2016. "

